Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand,Model
Mahindra Ssangyong Rexton RX7,Kochi,2015,67415,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.67,11.03,11.118622824068176,2.400618833265411,Mahindra,Ssangyong
Maruti Celerio VXI,Kolkata,2016,25562,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.87,3.5,10.14886215269166,1.252762968495368,Maruti,Celerio
Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10.25,6.3,10.318638930233714,1.840549633397487,Hyundai,i20
Ford EcoSport 1.0 Ecoboost Titanium Plus,Bangalore,2014,84056,Petrol,Manual,First,18.88,999.0,123.24,5.0,11.475000000000001,6.75,11.33923852236861,1.9095425048844386,Ford,EcoSport
Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,26.21,1248.0,88.5,5.0,11.11,7.5,11.045973175648207,2.0149030205422647,Maruti,Ciaz
Audi A4 2.0 TDI 177 Bhp Premium Plus,Pune,2013,87000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,53.14,15.5,11.37366339763672,2.740840023925201,Audi,A4
Honda Amaze S i-Vtech,Delhi,2015,52513,Petrol,Manual,First,18.0,1198.0,86.7,5.0,8.54,4.65,10.868816036974797,1.536867219599265,Honda,Amaze
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2016,43983,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,11.475000000000001,7.58,10.691558474606374,2.0255131996542803,Ford,EcoSport
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,Petrol,Manual,First,20.92,998.0,67.1,5.0,4.36,2.2,11.40890849080064,0.7884573603642703,Maruti,Alto
Audi A6 3.0 TDI quattro,Bangalore,2011,50000,Diesel,Automatic,Third,16.77,2967.0,241.38,5.0,67.1,21.0,10.819778284410283,3.044522437723423,Audi,A6
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,11.67,5.25,10.657259354912508,1.6582280766035324,Volkswagen,Passat
Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.88,5.22,11.037981653092004,1.6524974018945473,Maruti,Swift
Mahindra Logan Diesel 1.5 DLS,Chennai,2011,128000,Diesel,Manual,Third,19.2,1461.0,65.0,5.0,11.67,2.0,11.759785542901755,0.6931471805599453,Mahindra,Logan
Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56,1462.0,103.25,5.0,11.37,9.18,10.555656476367515,2.217027204632399,Maruti,Ciaz
Tata Nano Lx,Coimbatore,2013,37287,Petrol,Manual,First,26.0,624.0,35.0,4.0,11.67,1.74,10.526400019413622,0.5538851132264376,Tata,Nano
Honda City 1.5 V AT,Delhi,2011,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,13.58,4.45,11.002099841204238,1.4929040961781488,Honda,City
Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,39419,Petrol,Manual,First,18.16,1196.0,86.8,5.0,7.65,4.95,10.582003212551355,1.599387576580599,Ford,Figo
Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,10.25,5.64,10.915088464214607,1.7298840655099674,Hyundai,i20
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,7000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,11.475000000000001,6.9,8.85366542803745,1.9315214116032138,Ford,EcoSport
Audi A4 2.0 TDI,Hyderabad,2011,85000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,53.14,13.95,11.350406535472453,2.6354795082673745,Audi,A4
BMW 1 Series 118d Sport Line,Hyderabad,2013,51000,Diesel,Automatic,Second,20.58,1995.0,143.0,5.0,11.67,17.0,10.839580911706463,2.833213344056216,BMW,1
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,90000,Diesel,Manual,Second,13.93,2179.0,138.03,7.0,16.95,4.6,11.407564949312402,1.5260563034950492,Tata,Safari
Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,11.67,5.21,11.56171562913966,1.6505798557652755,Mahindra,Scorpio
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,Petrol,Manual,First,15.29,1591.0,121.3,5.0,16.06,12.34,10.503916192092866,2.5128460184772416,Hyundai,Creta
Honda City ZX VTEC,Chennai,2006,109000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,13.58,1.5,11.59910316121128,0.4054651081081644,Honda,City
BMW X1 sDrive 20d Sportline,Delhi,2015,49000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,48.18,22.99,10.799575577092764,3.1350593387750902,BMW,X1
Porsche Cayman 2009-2012 S tiptronic,Mumbai,2011,8000,Petrol,Automatic,First,9.0,3436.0,92.7,2.0,11.67,43.0,8.987196820661973,3.7612001156935624,Porsche,Cayman
Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,Diesel,Automatic,First,14.7,2993.0,241.4,6.0,120.0,40.0,10.714417768752456,3.6888794541139363,Land,Rover
Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,19.7,796.0,46.3,5.0,4.36,1.2,11.127262984158243,0.1823215567939546,Maruti,Alto
Hyundai i10 Asta Sunroof AT,Mumbai,2011,54000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,11.67,2.9,10.896739325546411,1.0647107369924282,Hyundai,i10
Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,21.77,13.9,10.239959789157341,2.631888840136646,Hyundai,Elantra
Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,11.11,7.85,10.558413520275876,2.060513531794317,Maruti,Ciaz
BMW X5 xDrive 30d,Coimbatore,2016,17738,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,11.67,54.45,9.783464509936397,3.9972828493789696,BMW,X5
Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,67132,Diesel,Manual,First,13.58,2499.0,78.0,9.0,11.67,4.75,11.11441610942807,1.55814461804655,Chevrolet,Tavera
Volkswagen Vento 1.5 TDI Trendline,Mumbai,2011,47000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,11.3,3.25,10.757902880692196,1.1786549963416462,Volkswagen,Vento
Honda City i VTEC V,Mumbai,2015,28005,Petrol,Manual,First,17.8,1497.0,117.3,5.0,13.58,7.1,10.240138344643933,1.9600947840472698,Honda,City
Maruti Swift VXI BSIV,Kolkata,2017,13000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,7.88,4.65,9.472704636443673,1.536867219599265,Maruti,Swift
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Kolkata,2012,67000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,11.67,5.0,11.112447898373103,1.6094379124341003,Volkswagen,Jetta
Hyundai i20 Sportz 1.2,Delhi,2015,50000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10.25,4.95,10.819778284410283,1.599387576580599,Hyundai,i20
Mahindra XUV500 W8 2WD,Bangalore,2014,55000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,18.865,9.8,10.915088464214607,2.2823823856765264,Mahindra,XUV500
Mercedes-Benz E-Class E 350 d,Coimbatore,2019,9312,Diesel,Automatic,First,18.0,2987.0,258.0,5.0,92.5,78.8,9.139059169971219,4.366912996863833,Mercedes-Benz,E-Class
Maruti Celerio LXI,Kolkata,2015,30458,Petrol,Manual,First,23.1,998.0,67.04,5.0,5.87,2.99,10.324103964411636,1.095273387402595,Maruti,Celerio
Volkswagen Vento 1.6 Highline,Mumbai,2014,46000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,13.23,4.45,10.736396675471232,1.4929040961781488,Volkswagen,Vento
Tata Nano XT,Pune,2011,50000,Petrol,Manual,Second,23.9,624.0,37.48,4.0,11.67,0.75,10.819778284410283,-0.2876820724517809,Tata,Nano
Hyundai Xcent 1.2 Kappa S Option CNG,Delhi,2016,36676,CNG,Manual,First,25.0,1197.0,81.86,5.0,8.23,5.0,10.509877869169792,1.6094379124341003,Hyundai,Xcent
Ford EcoSport 1.5 TDCi Titanium,Chennai,2014,72563,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,11.475000000000001,5.0,11.19221042902805,1.6094379124341003,Ford,EcoSport
Maruti Swift 1.3 VXI ABS,Pune,2015,67000,Petrol,Manual,First,16.1,1248.0,74.0,5.0,7.88,4.7,11.112447898373103,1.547562508716013,Maruti,Swift
Hyundai Elantra 2.0 SX Option AT,Coimbatore,2015,58239,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,23.64,9.69,10.972310512393486,2.2710944259026746,Hyundai,Elantra
Chevrolet Enjoy 1.3 TCDi LTZ 8,Coimbatore,2015,57934,Diesel,Manual,First,18.2,1248.0,73.74,8.0,11.67,5.5,10.96705971055897,1.7047480922384253,Chevrolet,Enjoy
Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,63000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10.15,5.11,11.05089000537367,1.631199404215613,Volkswagen,Polo
Skoda Fabia 1.2 MPI Ambition Plus,Mumbai,2012,27014,Petrol,Manual,First,16.25,1198.0,75.0,5.0,11.67,2.19,10.20411052912071,0.7839015438284094,Skoda,Fabia
Volkswagen Vento Diesel Comfortline,Chennai,2012,90906,Diesel,Manual,First,20.54,1598.0,103.6,5.0,13.23,4.25,11.417581284587891,1.4469189829363254,Volkswagen,Vento
Mahindra Ssangyong Rexton RX7,Hyderabad,2013,61202,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11.67,14.5,11.021935147705008,2.6741486494265287,Mahindra,Ssangyong
Nissan Terrano XL D Option,Mumbai,2014,51000,Diesel,Manual,First,19.87,1461.0,83.14,5.0,15.06,5.65,10.839580911706463,1.7316555451583497,Nissan,Terrano
Toyota Fortuner 2.8 2WD AT,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.9,2755.0,174.5,7.0,34.45,22.5,11.385182998419271,3.1135153092103742,Toyota,Fortuner
Maruti Swift 1.3 VXi,Mumbai,2007,55000,Petrol,Manual,Second,16.1,1248.0,74.0,5.0,7.88,1.75,10.915088464214607,0.5596157879354227,Maruti,Swift
Toyota Corolla H4,Jaipur,2004,160000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,21.085,1.5,11.982929094215963,0.4054651081081644,Toyota,Corolla
Hyundai i10 Sportz,Kochi,2012,42591,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.67,3.2,10.659398242331683,1.1631508098056809,Hyundai,i10
Hyundai i20 1.4 CRDi Sportz,Bangalore,2012,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,10.25,4.5,11.112447898373103,1.5040773967762742,Hyundai,i20
Honda Amaze S i-Dtech,Pune,2014,48000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,8.54,4.5,10.778956289890028,1.5040773967762742,Honda,Amaze
Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,97000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,14.254999999999999,8.0,11.48246625748552,2.0794415416798357,Hyundai,Verna
Mercedes-Benz GLA Class 200 d Sport,Mumbai,2018,10000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,41.94,28.9,9.210340371976184,3.3638415951183864,Mercedes-Benz,GLA
Volkswagen Polo 1.5 TDI Trendline,Coimbatore,2015,56900,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10.15,4.1,10.949050620114422,1.410986973710262,Volkswagen,Polo
Hyundai Santro AT,Hyderabad,2006,74483,Petrol,Automatic,First,18.16,999.0,62.1,5.0,4.55,2.3,11.218326190409364,0.8329091229351039,Hyundai,Santro
Maruti Baleno Zeta Automatic,Kochi,2017,36152,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.8,7.22,10.495487551091115,1.9768549529047348,Maruti,Baleno
Maruti Swift VDI,Hyderabad,2014,85512,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.88,5.8,11.356411995953781,1.7578579175523736,Maruti,Swift
Mahindra Xylo D2 BSIV,Chennai,2013,234000,Diesel,Manual,Second,14.0,2489.0,95.0,8.0,11.67,3.5,12.363076394339839,1.252762968495368,Mahindra,Xylo
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,36000,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,12.12,6.35,10.491274217438248,1.8484548129046001,Ford,Ecosport
Mahindra XUV500 W8 2WD,Delhi,2015,36096,Diesel,Manual,First,15.1,2179.0,140.0,7.0,18.865,8.85,10.493937334857732,2.180417459019838,Mahindra,XUV500
Chevrolet Beat LS,Hyderabad,2010,111111,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,11.67,2.0,11.618284980627555,0.6931471805599453,Chevrolet,Beat
Hyundai Verna 1.6 VTVT,Bangalore,2012,73000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,14.254999999999999,5.5,11.198214720130528,1.7047480922384253,Hyundai,Verna
Hyundai Grand i10 Asta,Kolkata,2014,44300,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,7.45,2.3,10.698739956033227,0.8329091229351039,Hyundai,Grand
Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,Diesel,Manual,First,19.01,1461.0,108.45,5.0,15.05,7.95,11.218554404367652,2.0731719286662407,Renault,Duster
Hyundai Xcent 1.2 Kappa S Option,Coimbatore,2016,21495,Petrol,Manual,First,19.1,1197.0,81.86,5.0,8.23,6.16,9.975575628930383,1.8180767775454285,Hyundai,Xcent
Hyundai i10 Sportz,Delhi,2012,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.67,2.85,10.985292722887856,1.0473189942805592,Hyundai,i10
Mercedes-Benz GLA Class 200 Sport Edition,Delhi,2016,23000,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,41.94,25.0,10.043249494911286,3.2188758248682006,Mercedes-Benz,GLA
Mercedes-Benz New C-Class 220 CDI MT,Coimbatore,2008,50135,Diesel,Manual,First,15.8,2148.0,170.0,5.0,49.49,10.36,10.822474645958026,2.337952236831337,Mercedes-Benz,New
Mercedes-Benz CLA 200 Sport Edition,Delhi,2016,25000,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,43.07,26.0,10.126631103850338,3.258096538021482,Mercedes-Benz,CLA
Hyundai Verna 1.6 SX CRDi (O),Kolkata,2013,47000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,14.254999999999999,4.35,10.757902880692196,1.4701758451005926,Hyundai,Verna
Mahindra Xylo D2 Maxx,Chennai,2016,150000,Diesel,Manual,First,14.95,2489.0,93.7,9.0,11.67,4.5,11.918390573078392,1.5040773967762742,Mahindra,Xylo
Maruti Swift Dzire LDI,Delhi,2015,53503,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.88,5.0,10.887493006078323,1.6094379124341003,Maruti,Swift
Hyundai i10 Sportz,Ahmedabad,2014,47003,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.67,3.67,10.757966708442396,1.3001916620664788,Hyundai,i10
Tata Safari Storme Explorer Edition,Delhi,2014,80000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,16.95,6.0,11.289781913656018,1.791759469228055,Tata,Safari
Hyundai Grand i10 Asta,Coimbatore,2018,20492,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,6.34,9.927789845059094,1.8468787684491346,Hyundai,Grand
Mini Cooper Convertible S,Chennai,2012,17000,Petrol,Automatic,Second,16.82,1998.0,189.08,4.0,44.28,22.0,9.740968623038354,3.091042453358316,Mini,Cooper
Toyota Corolla H5,Delhi,2006,79000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,21.085,1.67,11.27720313144916,0.5128236264286637,Toyota,Corolla
Toyota Corolla Altis G MT,Kolkata,2014,27000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,21.085,7.95,10.203592144986466,2.0731719286662407,Toyota,Corolla
Maruti Grand Vitara 2.4 MT,Kochi,2018,28786,Petrol,Manual,First,10.4,2393.0,163.5,5.0,11.67,9.74,10.267644436822616,2.2762411176544437,Maruti,Grand
Mahindra XUV500 W8 1.99 mHawk,Chennai,2011,143354,Diesel,Manual,Second,16.0,1997.0,140.0,7.0,18.865,6.0,11.873072374654338,1.791759469228055,Mahindra,XUV500
Maruti Estilo LXI,Chennai,2008,56000,Petrol,Manual,Second,19.5,1061.0,92.7,5.0,11.67,1.5,10.933106969717286,0.4054651081081644,Maruti,Estilo
Mini Cooper 3 DOOR S,Mumbai,2013,21000,Petrol,Automatic,First,17.44,1998.0,189.08,4.0,39.57,21.5,9.95227771670556,3.068052935133617,Mini,Cooper
Maruti Wagon R CNG LXI,Pune,2014,29202,CNG,Manual,First,33.54,998.0,67.04,5.0,5.54,3.9,10.28199247906151,1.3609765531356006,Maruti,Wagon
Maruti Ritz VDi,Jaipur,2009,73000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,11.67,2.35,11.198214720130528,0.8544153281560676,Maruti,Ritz
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,10.15,2.65,11.211820372186306,0.9745596399981308,Volkswagen,Polo
Hyundai i10 Magna,Kochi,2011,65423,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.67,3.16,11.088629157576872,1.1505720275988207,Hyundai,i10
Maruti A-Star Vxi,Jaipur,2009,65000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,11.67,2.05,11.082142548877775,0.7178397931503168,Maruti,A-Star
Maruti Wagon R LXI CNG,Hyderabad,2013,83875,CNG,Manual,Second,26.6,998.0,58.16,5.0,5.51,2.95,11.337082874273984,1.0818051703517284,Maruti,Wagon
Maruti Wagon R Stingray LXI,Hyderabad,2014,55277,Petrol,Manual,First,20.51,998.0,67.04,5.0,5.51,3.9,10.920112187793817,1.3609765531356006,Maruti,Wagon
Honda Mobilio S i DTEC,Coimbatore,2017,50808,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,11.67,6.68,10.83580910148281,1.8991179875485542,Honda,Mobilio
Hyundai EON Era Plus,Jaipur,2017,52000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,11.67,3.5,10.858998997563564,1.252762968495368,Hyundai,EON
Skoda Rapid 1.6 MPI AT Ambition,Mumbai,2017,32000,Petrol,Automatic,First,14.84,1598.0,103.52,5.0,13.7,8.11,10.373491181781864,2.0930978681273213,Skoda,Rapid
Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11.11,8.3,10.126631103850338,2.1162555148025524,Maruti,Ciaz
Mercedes-Benz M-Class ML 250 CDI,Coimbatore,2016,23218,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,11.67,45.61,10.052683118897981,3.820126990723609,Mercedes-Benz,M-Class
Skoda Laura Elegance 2.0 TDI CR AT,Pune,2010,84000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,11.67,4.45,11.33857207782545,1.4929040961781488,Skoda,Laura
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.12,7.85,10.596634733096073,2.060513531794317,Maruti,Vitara
Hyundai Santro Xing GLS LPG,Hyderabad,2011,17000,LPG,Manual,First,13.45,1086.0,62.1,5.0,4.55,3.1,9.740968623038354,1.1314021114911006,Hyundai,Santro
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,Diesel,Manual,First,24.0,1120.0,70.0,5.0,7.45,3.75,10.132016576126675,1.3217558399823195,Hyundai,Grand
Maruti Ertiga VDI,Delhi,2017,65000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.16,7.65,11.082142548877775,2.0347056478384444,Maruti,Ertiga
Hyundai i20 1.2 Sportz,Ahmedabad,2013,40000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,10.25,4.9,10.596634733096073,1.589235205116581,Hyundai,i20
Mahindra XUV500 AT W10 FWD,Coimbatore,2018,24500,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,18.865,16.52,10.106428396532818,2.804571768092832,Mahindra,XUV500
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,33.36,14.05,10.945070830756015,2.642622395779755,Skoda,Superb
Maruti Ciaz VXi Plus,Kochi,2016,51950,Petrol,Manual,First,20.73,1373.0,91.1,5.0,11.11,6.75,10.858036996527373,1.9095425048844386,Maruti,Ciaz
Hyundai Creta 1.6 CRDi SX,Kolkata,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,16.06,9.2,10.839580911706463,2.2192034840549946,Hyundai,Creta
Toyota Etios GD,Chennai,2012,150000,Diesel,Manual,Third,23.59,1364.0,78.9,5.0,8.525,3.0,11.918390573078392,1.0986122886681098,Toyota,Etios
Honda City 1.5 S MT,Chennai,2008,114750,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,13.58,2.75,11.650511127922792,1.0116009116784799,Honda,City
Ford Endeavour 2.2 Trend MT 4X4,Hyderabad,2016,107890,Diesel,Manual,First,13.5,2198.0,157.7,7.0,35.29,20.5,11.588867468545386,3.0204248861443626,Ford,Endeavour
Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,10.25,4.25,11.06663836234181,1.4469189829363254,Hyundai,i20
Ford EcoSport 1.5 Petrol Trend,Kolkata,2016,21460,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9.47,6.0,9.973946016184689,1.791759469228055,Ford,EcoSport
Hyundai i20 1.2 Sportz,Coimbatore,2015,29634,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,10.25,6.0,10.29667762976868,1.791759469228055,Hyundai,i20
Maruti Swift VXI BSIII,Ahmedabad,2008,52000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,7.88,2.41,10.858998997563564,0.8796267475025636,Maruti,Swift
Honda Jazz V CVT,Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,10.17,7.25,10.404262840448617,1.9810014688665833,Honda,Jazz
Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,Diesel,Manual,First,11.1,2400.0,200.0,7.0,11.67,23.65,11.398972584894198,3.1633631149379418,Volvo,XC90
Maruti Baleno Alpha 1.2,Delhi,2016,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.8,6.5,10.203592144986466,1.8718021769015913,Maruti,Baleno
Mercedes-Benz GLA Class 200 CDI SPORT,Kochi,2017,72524,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,41.94,18.06,11.1916728205457,2.8936995479888394,Mercedes-Benz,GLA
Renault KWID RXT,Hyderabad,2016,73000,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78,3.2,11.198214720130528,1.1631508098056809,Renault,KWID
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,21740,Petrol,Manual,First,18.16,1196.0,86.8,5.0,7.65,6.42,9.9869091606752,1.8594181177018698,Ford,Figo
Toyota Fortuner 4x2 Manual,Jaipur,2015,59000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,37.17,23.0,10.985292722887856,3.1354942159291497,Toyota,Fortuner
Honda City 1.5 S MT,Chennai,2013,83432,Petrol,Manual,First,17.0,1497.0,118.0,5.0,13.58,5.9,11.33178720780105,1.7749523509116738,Honda,City
Mahindra Scorpio S2 7 Seater,Pune,2014,87200,Diesel,Manual,First,15.4,2523.0,75.0,7.0,11.67,7.75,11.375959609897071,2.0476928433652555,Mahindra,Scorpio
BMW 3 Series 320d,Hyderabad,2012,88000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,54.43,15.0,11.385092093460344,2.70805020110221,BMW,3
Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.47,9.0,10.785683610639454,2.1972245773362196,Maruti,Vitara
Mercedes-Benz New C-Class C 200 CGI Elegance,Delhi,2011,51000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,49.49,11.5,10.839580911706463,2.4423470353692043,Mercedes-Benz,New
Hyundai Verna 1.6 VTVT,Kolkata,2012,24000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,14.254999999999999,6.2,10.085809109330082,1.824549292051046,Hyundai,Verna
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0,1186.0,73.97,5.0,8.17,5.92,9.941409345534685,1.7783364488959144,Hyundai,Grand
Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,9.58,6.29,9.998797732340453,1.8389610707123492,Volkswagen,Polo
Honda Amaze S i-Vtech,Kochi,2014,66355,Petrol,Manual,First,18.0,1198.0,86.7,5.0,8.54,4.12,11.10277439487135,1.415853163361435,Honda,Amaze
Honda CR-V 2.4 AT,Pune,2007,115800,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,33.51,3.8,11.659619844121032,1.33500106673234,Honda,CR-V
Hyundai Santro Xing GL Plus,Ahmedabad,2014,41125,Petrol,Manual,First,17.92,1086.0,62.1,5.0,4.55,2.7,10.624371488067673,0.9932517730102834,Hyundai,Santro
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,43812,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,37.03,20.28,10.687663031443638,3.0096351787229825,Mercedes-Benz,B
Honda Amaze S i-Vtech,Delhi,2014,69876,Petrol,Manual,First,18.0,1198.0,86.7,5.0,8.54,3.9,11.15447752162512,1.3609765531356006,Honda,Amaze
Toyota Fortuner 4x2 AT,Pune,2014,102000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,37.17,16.5,11.532728092266408,2.803360380906535,Toyota,Fortuner
Hyundai Verna 1.6 VTVT,Pune,2011,68000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,14.254999999999999,3.7,11.127262984158243,1.308332819650179,Hyundai,Verna
Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,Diesel,Automatic,First,10.5,2993.0,271.23,4.0,11.67,79.0,9.392661928770137,4.3694478524670215,Jaguar,XJ
BMW 3 Series 320d,Mumbai,2013,25000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,47.87,17.99,10.126631103850338,2.8898160479624417,BMW,3
Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,Diesel,Manual,First,21.9,1396.0,88.76,5.0,10.25,3.9,10.8565537025729,1.3609765531356006,Hyundai,i20
Ford Figo Diesel EXI Option,Chennai,2012,72500,Diesel,Manual,First,18.5,1399.0,68.0,5.0,7.65,3.12,11.191341840842766,1.1378330018213911,Ford,Figo
Maruti Wagon R LXI BSIII,Pune,2007,83000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,5.51,1.65,11.326595886778735,0.5007752879124892,Maruti,Wagon
Hyundai Xcent 1.2 Kappa S Option,Kolkata,2015,39871,Petrol,Manual,First,19.1,1197.0,81.86,5.0,8.23,3.5,10.593404521575788,1.252762968495368,Hyundai,Xcent
Mahindra Xylo H4,Chennai,2015,82000,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,11.67,4.85,11.314474526246391,1.5789787049493917,Mahindra,Xylo
